ProfileID,FirstName,LastName,BirthDate,EmailAddress,CardNumber,ExpirationDate,PostalCode,DefaultAddress,AddressType,CardStatus,MembershipStatus
100,Daniel,Soosai,,Sue.Jones0@verizon.com,3875056966922,32:02.6,42909,TRUE,Mailing,Active,NotActivatedOnSite
1253758466,JustinTest,TestingPhoneInsert,1/1/2000,a622172b-bc6f-42c4-9604-526f7d70f987@gs.com,3876106955678,35:59.2,76051,TRUE,Mailing,Active,Active
1253772609,FN549869680,LN549869680,1/1/1980,email549869680@qagsecomprod.oib.com,3875729270555,35:17.3,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253774828,EnrollTestFN618,EnrollTestLN618,29/10/1993,EnrollTestEmail618@gs.com,3876277704750,49:48.4,75025,TRUE,Mailing,Active,Active
1253774842,accept,ebpurpro123,29/10/1993,ebpro123@qagsecomprod.oib.com,3876769010140,08:03.6,76051,TRUE,Mailing,Active,Active
1253819341,EnrollTestFN5982,EnrollTestLN5982,22/11/1993,EnrollTestEmail5982@gs.com,3876737861950,51:52.7,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253823808,AcceptFN,QALN,25/12/1982,qademo03@gs.com,3876230386823,37:38.3,75025,TRUE,Mailing,Active,Active
1253826746,EnrollTestFN6746,EnrollTestLN6746,26/11/1993,EnrollTestEmail6746@gs.com,3876782714270,03:28.1,75025,TRUE,Mailing,Active,Active
1253826977,FN223074857,LN223074857,1/1/1980,email223074857@test.com,3875163235189,01:04.2,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253829226,EnrollTestFN5482,EnrollTestLN5482,27/11/1982,EnrollTestEmail5482@gs.com,3876621881374,58:38.3,75025,TRUE,Mailing,Active,Active
1253833711,PUR,Renewal,31/7/2000,snguitest112913@gspcauto.fav.cc,3876874170104,58:52.4,76051,TRUE,Mailing,Active,Active
1253835910,CPQA,QAtesting,31/7/1982,pcqa_noaddress5@gspcauto.fav.cc,3876853051118,19:48.7,76051,TRUE,Billing,Active,Active
1253835939,EnrollTestFN2338,EnrollTestLN2338,2/12/1993,EnrollTestEmail2338@gs.com,3876633347307,27:04.8,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253835964,First,Last,10/7/1993,CP_20131202_152445_429@gspcauto.fav.cc,3875449786497,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253835981,First,Last,10/7/1993,CP_20131202_153352_300@gspcauto.fav.cc,3875599863817,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253836014,First,Last,10/7/1993,CP_20131202_155657_697@gspcauto.fav.cc,3875560238781,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253839357,EnrollTestFN9912,EnrollTestLN9912,3/12/1993,EnrollTestEmail9912@gs.com,3876740524960,57:39.0,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253841643,EnrollTestFN3858,EnrollTestLN3858,4/12/1993,marytest58@gs.com,3876770142735,40:20.2,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253841649,EnrollTestFN8,EnrollTestLN8,3/8/1993,EnrollTestEmail8@gs.com,3876446056756,25:23.4,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253841678,EnrollTestFN6683,EnrollTestLN6683,4/12/1970,EnrollTestEmail6683@gs.com,3876623084589,55:26.6,75025,TRUE,Mailing,Active,Active
1253845067,EnrollTestFN1847,EnrollTestLN1847,4/1/1994,EnrollTestEmail1847@gs.com,3876575097950,,75025,TRUE,Mailing,Active,Active
1253845103,EnrollTestFN2281,EnrollTestLN2281,5/12/1982,marytest66@gs.com,3875176704427,,75025,TRUE,Mailing,Active,Active
1253847347,EnrollTestFN5431,EnrollTestLN5431,6/12/2000,EnrollTestEmail5431@gs.com,3876134342633,43:06.6,75025,TRUE,Mailing,Active,Active
1253852968,FN1570821449,LN1570821449,1/1/1980,alexb.gs30@mailinator.com,3875563847690,20:13.6,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253858673,First,Last,10/7/1993,CP_20131210_074450_205@gspcauto.fav.cc,3875677820931,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253858707,First,Last,10/7/1993,CP_20131210_082034_656@gspcauto.fav.cc,3875362494598,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253858742,funcTest_Bruce,funcTest_Wayne,1/1/1970,6e5aebf6-5f8b-40df-88b9-8c46c0dbd894@gs.com,3876165327043,14:25.9,23333,TRUE,Mailing,Active,NotActivatedOnSite
1253861195,CP,QATest,31/7/1993,CPQATester6@gamestop.com,3876655555555,35:36.6,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253865669,EnrollTestFN3398,EnrollTestLN3398,11/12/1982,EnrollTestEmail3398@gs.com,3876801272352,51:28.6,,TRUE,Shipping,Active,Active
1253865669,EnrollTestFN3398,EnrollTestLN3398,11/12/1982,EnrollTestEmail3398@gs.com,3876801272352,51:28.6,75025,TRUE,Mailing,Active,Active
1253866273,EnrollTestFN4219,EnrollTestLN4219,11/12/1993,EnrollTestEmail4219@gs.com,3876975934350,11:23.4,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253866356,EnrollTestFN5372,EnrollTestLN5372,11/12/1993,EnrollTestEmail5372@gs.com,3876872001900,35:41.5,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253871977,EnrollTestFN1579,EnrollTestLN1579,12/12/1993,EnrollTestEmail1579@gs.com,3876154622540,34:38.6,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253885523,FN977540289,LN977540289,9/5/1982,opcqpncoinoicwq@test.com,3875546968530,09:01.9,71862,TRUE,Mailing,Active,Active
1253889195,a,s,,anon@anon.com,3875318727882,,75094,TRUE,Mailing,Active,NotActivatedOnSite
1253894862,EnrollTestFN7262,EnrollTestLN7262,20/12/1993,terminated3@gs.com,3876252105804,14:07.4,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253894888,EnrollTestFN4806,EnrollTestLN4806,20/12/1993,EnrollTestEmail4806@gs.com,3876306849316,06:51.3,75025,TRUE,Mailing,Active,NotActivatedOnSite
1238561447,Reject,Reject,1/1/1991,email3480838436@gamestop.com,3875235662317,54:49.7,75063,TRUE,Billing,Active,Active
1238561447,Reject,Reject,1/1/1991,email3480838436@gamestop.com,3875235662317,54:49.7,75063,TRUE,Shipping,Active,Active
1238561447,Reject,Reject,1/1/1991,email3480838436@gamestop.com,3875235662317,54:49.7,70651,TRUE,Mailing,Active,Active
1253657173,Who,How,28/3/1973,email3838280146@gamestop.com,3875856293377,54:49.7,76205,TRUE,Shipping,Active,Active
1253657187,FN3466691076,LN3466691076,1/1/1980,email3466691076@gamestop.com,3875366123644,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1253658385,Bruce,Wayne,1/1/2000,92ed376c-565b-4b8d-b6c0-e7b3a14f7510@gamestop.com,3875580064692,54:49.7,11330,TRUE,Mailing,Active,Active
1253658398,Bruce,Wayne,1/1/2000,8b32e8ab-0242-4022-a982-4aec9470f97a@gamestop.com,3876337648713,54:49.7,55634,TRUE,Mailing,Active,Deactivated
1253658789,Daniel,Soosai,,1857cb60-9055-45da-90cc-12a2e5554c00@gs.com,3875056966668,16:31.2,42909,TRUE,Mailing,Active,NotActivatedOnSite
1253659221,Bruce,Wayne,1/1/2000,b8d9bed3-b60b-4bbe-b620-993a2f50db20@gamestop.com,3875620502738,54:49.7,10225,TRUE,Mailing,Active,Active
1253660064,Bruce,Wayne,1/1/2000,82a4f9ed-a653-4731-bfab-71673d1b1caa@gamestop.com,3876862944491,54:49.7,15478,TRUE,Mailing,Active,Active
1253660740,Bruce,Wayne,1/1/2000,0e250e39-bc0b-4eff-8e8a-80bb4b405201@gamestop.com,3875186038678,54:49.7,1878,TRUE,Mailing,Active,Active
1253660920,Bruce,Wayne,1/1/2000,ba1f99b6-90ce-4645-8b1f-f89c21156b4c@gamestop.com,3876738751285,54:49.7,6803,TRUE,Mailing,Active,Active
1253666686,FN7381542637,LN7381542637,1/1/1980,email7381542637@gamestop.com,3875061314726,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1253666690,FN4831246774,LN4831246774,1/1/1980,email4831246774@gamestop.com,3875723338339,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1253672703,Johnny,Bravo,,johnnybravo@cn.com,3876645200205,54:49.7,12345,TRUE,Mailing,Active,NotActivatedOnSite
1253676295,Johnny,Storm,2/2/1987,jstorm@ff.com,3875499900316,54:49.7,12345,TRUE,Mailing,Active,Active
1253677178,Jane,Jonson,2/2/1970,JJonson@gs.com,3876000514919,41:14.8,78900,TRUE,Mailing,Active,NotActivatedOnSite
1253679845,FN625147850,LN625147850,1/1/1980,1checkout123@yahoo.com,3875248003974,54:49.7,71862,TRUE,Mailing,Active,Active
1253704406,FN8188364870,LN8188364870,1/1/1980,email8188364870@gamestop.com,3875914061902,54:49.7,71863,TRUE,Mailing,Active,Active
1253704413,FN5642949358,LN5642949358,1/1/1980,email5642949358@gamestop.com,3875744725083,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1251811075,Daniel,Soosai,,profilewithphone@gs.com,3876022297820,54:49.7,75060,TRUE,Mailing,Active,NotActivatedOnSite
1252270352,Daniel,Soosai,,somethingjon@gspcauto.fav.cc,3876999004219,54:49.7,76207,TRUE,Billing,Active,Active
1251922074,Daniel,Soosai,,nocountry@gspcauto.fav.cc,3876602777219,54:49.7,96543-1234,TRUE,Billing,Active,NotActivatedOnSite
1253712924,email name,d0d876fb-860f-4a6e-afab-e294465de9bd,31/7/1993,something999@hotmail.com,3876602922219,32:50.3,42909,TRUE,Mailing,Active,NotActivatedOnSite
1250404135,Alicia,Racz,,geesh26@yahoo.com,3881951909852,35:38.3,12345,TRUE,Mailing,Active,NotActivatedOnSite
1253719922,FN30229258,LN30229258,1/1/1980,email30229258@test.com,3875435810445,25:32.7,76051,TRUE,Mailing,Active,Active
1253725605,FN97062746,LN97062746,1/1/1980,ebpurpro97062746@qagsecomprod.oib.com,3875276871011,27:22.6,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253730188,FN1065920001,LN1065920001,1/1/1980,email1065920001@test.com,3875832088571,26:39.4,71862,TRUE,Mailing,Active,Active
1253730229,FN1988962484,LN1988962484,1/1/1980,email1988962484@test.com,3875382063073,23:02.7,71862,TRUE,Mailing,Active,Active
1253732532,wer,Me,,tayo@haloo.com,3876870864568,10:24.7,34747,TRUE,Mailing,Active,NotActivatedOnSite
1253737859,FN714392810,LN714392810,1/1/1980,email714392810@test.com,3875688372186,48:05.5,71862,TRUE,Mailing,Active,Active
1253747571,FN52445176,LN52445176,1/1/1980,email52445176@qagsecomprod.oib.com,3875374128462,57:50.4,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253759080,EnrollTestFN6306,EnrollTestLN6306,22/10/1993,EnrollTestEmail6306@gs.com,3876989530730,22:36.1,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253841663,EnrollTestFN8729,EnrollTestLN8729,4/12/1993,EnrolledUser@gamestop.com,3876885682385,22:37.9,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253841666,EnrollTestFN9870,EnrollTestLN9870,4/12/1982,ActivatedUser@gamestop.com,3876311212831,26:51.2,75025,TRUE,Mailing,Active,Active
1253841666,EnrollTestFN9870,EnrollTestLN9870,4/12/1982,ActivatedUser@gamestop.com,3876311212831,26:51.2,75038,TRUE,Shipping,Active,Active
1253841700,First,Last,31/7/1921,snguitest120413@gspcauto.fav.cc,3876523225629,34:06.8,42909,TRUE,Mailing,Active,Active
1253845090,EnrollTestFN1325,EnrollTestLN1325,5/12/1982,EnrollTestEmail1325@gs.com,3876940560725,32:01.1,75025,TRUE,Mailing,Active,Active
1253845116,EnrollTestFN7686,EnrollTestLN7686,5/12/1993,EnrollTestEmail7686@gs.com,3876691667380,28:40.1,76051,TRUE,Billing,Active,NotActivatedOnSite
1253845116,EnrollTestFN7686,EnrollTestLN7686,5/12/1993,EnrollTestEmail7686@gs.com,3876691667380,28:40.1,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253845116,EnrollTestFN7686,EnrollTestLN7686,5/12/1993,EnrollTestEmail7686@gs.com,3876691667380,28:40.1,76051,TRUE,Shipping,Active,NotActivatedOnSite
1253854161,FN263722733,LN263722733,1/1/1980,email263722733@test.com,3875375227503,02:47.2,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253858693,First,Last,10/7/1993,CP_20131210_080404_900@gspcauto.fav.cc,3875839911810,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253858727,First,Last,10/7/1993,CP_20131210_082330_743@gspcauto.fav.cc,3875252982728,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253858729,First,Last,10/7/1993,CP_20131210_082344_550@gspcauto.fav.cc,3875239756617,,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253865690,EnrollTestFN4952,EnrollTestLN4952,12/7/1913,EnrollTestEmail4952@gs.com,3876133174270,59:37.4,75025,TRUE,Mailing,Active,Active
1253873128,EnrollTestFN4354,EnrollTestLN4354,12/12/1982,EnrollTestEmail4354@gs.com,3876990519027,51:15.4,75025,TRUE,Mailing,Active,Active
1253873130,EnrollTestFN1734,EnrollTestLN1734,12/12/1982,EnrollTestEmail1734@gs.com,3876177562238,52:37.9,75025,TRUE,Mailing,Active,Active
1253881420,Kate,Spade,16/12/1982,expired1@gs.com,3876171376676,12/15/2013 10:20,75025,TRUE,Mailing,Active,Active
1253883839,EnrollTestFN8434,EnrollTestLN8434,16/12/1993,EnrollTestEmail8434@gs.com,3876397539250,13:24.9,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253883842,EnrollTestFN5685,EnrollTestLN5685,16/12/1993,EnrollTestEmail5685@gs.com,3876286193400,29:09.6,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253883843,EnrollTestFN1717,EnrollTestLN1717,16/12/1993,EnrollTestEmail1717@gs.com,3876474895560,39:38.3,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253885537,d,man,24/12/1983,dman@823.com,3875358160192,,45612,TRUE,Mailing,Active,NotActivatedOnSite
1253886737,FN690124941,LN690124941,1/1/1980,email690124941@test.com,3875676616610,12:33.4,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253887946,Louis,Vuitton,19/12/1982,expired33@gs.com,3876962215554,09:22.6,75025,TRUE,Mailing,Active,Active
1253887974,EnrollTestFN6735,EnrollTestLN6735,19/12/1993,EnrollTestEmail6735@gs.com,3876113003210,57:32.1,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253887975,EnrollTestFN5,EnrollTestLN5,16/10/1974,EnrollTestEmail5@gs.com,3876189039900,00:36.2,75025,TRUE,Mailing,Active,Active
1253889558,EnrollTestFN5135,EnrollTestLN5135,19/12/1993,EnrollTestEmail5135@gs.com,3876349900700,46:02.7,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253894870,EnrollTestFN3501,EnrollTestLN3501,20/12/1993,cancelled6@gs.com,3876512311283,33:56.8,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253901802,EnrollTestFN5812,EnrollTestLN5812,23/12/1982,EnrollTestEmail5812@gs.com,3876573038841,01:02.8,75025,TRUE,Mailing,Active,Active
1253906353,EnrollTestFN5368,EnrollTestLN5368,24/12/1982,EnrollTestEmail5368@gs.com,3876934523069,12/23/2013 13:21,75025,TRUE,Mailing,Active,Active
1253913238,John,carson,25/1/1982,gibbs@gamestop.com,3876217854140,17:39.5,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253916682,CPFreePURFN,CPFreePURLN,27/12/1983,cpsprint3free2@gamestop.com,3875224777963,,76051,TRUE,Mailing,Active,Active
1253927584,EnrollTestFN1937,EnrollTestLN1937,30/12/1982,CPsinglemsg@gamestop.com,3876480686286,51:30.2,75025,TRUE,Mailing,Active,Active
1253945895,Accept,CPPU,3/1/1983,ComPref@gamestop.com,3876140634460,24:30.5,75025,TRUE,Mailing,Active,Active
1253894883,DefaultStore,CPQA,31/7/1993,returnedMemCP1@gs.com,3876806916128,38:31.1,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253916666,Gamestop123456789,Khan12313,19/4/1982,EnrollTestEmail1779@gs.com,3876708601422,31:20.6,75025,TRUE,Mailing,Active,Active
1253927573,EnrollTestFN4333,EnrollTestLN4333,30/12/1983,expired222@gs.com,3876339762270,22:32.6,75025,TRUE,Mailing,Active,Active
1253941359,Josh,Little,,jlil89@g.com,3880951910084,,76053,TRUE,Mailing,Active,NotActivatedOnSite
1253945924,EnrollTestFN5970,EnrollTestLN5970,3/1/1994,EnrollTestEmail5970@gs.com,3876597032360,24:53.6,75025,TRUE,Mailing,Active,Active
1253958411,EnrollTestFN8501,EnrollTestLN8501,6/1/1983,communication2@gs.com,3876865185748,45:08.4,76051,TRUE,Mailing,Active,Active
1253960329,Com,Mun,6/1/1983,communication6@gs.com,3876297013328,30:06.4,75025,TRUE,Mailing,Active,Active
1253970091,FN1350852348,LN1350852348,8/3/1983,email1350852348@test.com,3875389621212,58:34.7,75204,TRUE,Mailing,Active,Active
1253974648,FirstName,LastName,9/1/1994,CPDemo04@gspcauto.fav.cc,3876949730840,38:06.1,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253974650,FirstName,LastName,9/1/1983,CPDemo05@gspcauto.fav.cc,3876870466620,39:22.9,75025,TRUE,Mailing,Active,Active
1253985294,EnrollTestFN9332,EnrollTestLN9332,10/1/1984,communication11@gs.com,3876886964659,27:35.8,75025,TRUE,Mailing,Active,Active
1253894886,First,Last,31/1/1913,snguitest122013@gspcauto.fav.cc,3876523225640,02:23.4,42909,TRUE,Mailing,Cancelled,Cancelled
1253945928,EnrollTestFN8767,EnrollTestLN8767,3/1/1971,EnrollTestEmail8767@gspcauto.fav.cc,3876114762669,32:40.1,75025,TRUE,Mailing,Cancelled,Cancelled
1254088342,DD,Star,1/1/1980,jane06@email.com,3875012335859,31:58.5,34747,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254092948,Huck,Finn,,huck@finn.com,3875154013322,35:04.8,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1238811985,nonpur,nonpur to Basic PUR to pro,,nonpur@nonpurtobasictopro.com,3875021920170,51:06.1,12346,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253657501,Daniel,Soosai,,cef146e6-114c-457c-9e3c-c96bf010eddb@gamestop.com,3875056955677,39:08.5,42909,TRUE,Mailing,Cancelled,Returned
1253657501,Daniel,Soosai,,cef146e6-114c-457c-9e3c-c96bf010eddb@gamestop.com,3875056955688,39:08.5,42909,TRUE,Mailing,Cancelled,Returned
1253657501,Daniel,Soosai,,cef146e6-114c-457c-9e3c-c96bf010eddb@gamestop.com,3875056955690,39:08.5,42909,TRUE,Mailing,Cancelled,Returned
1253693458,Chona,Bonana,1/1/1980,divad218@gmail.com,3875889977726,,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253732533,cirilo,bubut,1/1/1985,bubut@gs.com,3875884377369,32:56.0,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253790622,F,L,6/1/1970,EnrollTestEmail4854@gs.com,3876311171789,28:17.0,75025,TRUE,Mailing,Cancelled,Cancelled
1253824233,Jake,Camacho,1/1/1980,thequickbrownfox@yahoo.com,3875201605104,25:18.9,34747,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253918075,aqua,man,,aquaman@dc.com,3880951910050,10:49.5,75028,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254017309,hulk,hulk,1/1/1985,hulk@gamestop.com,3876154913297,44:22.1,75063,TRUE,Mailing,Cancelled,Returned
1253657322,Daniel,Soosai,1/1/1980,nknk19@nk.com,3875004618809,14:34.8,10000,TRUE,Mailing,Cancelled,Active
1253670133,iced,tea,,iced@email.com,3875888866656,12/26/2014 12:08,76212,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253928792,Kira,Gibbs,4/2/1990,kgibbster@gmail.com,3875386070132,05:15.3,75028,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253933445,Timi,Phillips,,johnboldt@gamestop.com,3880588721292,02:45.6,75028,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253945937,First,Last,5/9/1939,snguitest010313@gspcauto.fav.cc,3876523227645,25:37.2,42909,TRUE,Mailing,Cancelled,Cancelled
1253975897,Natsu,Dragneel,,natsu.dragneel@gs.com,3875000000226,06:12.7,90909,TRUE,Mailing,Cancelled,NotActivatedOnSite
76,Daniel,Soosai,,Sue.Jones6@verizon.com,3876056916924,55:25.2,42909,TRUE,Mailing,Cancelled,Cancelled
1253965534,WithStore,Test,19/1/1983,snguitest_return1@gspcauto.fav.cc,3876523227658,19:04.6,42909,TRUE,Mailing,Cancelled,Active
1254078887,EnrollTestFN4331,EnrollTestLN4331,12/2/1983,EnrollTestEmail4331@gs.com,3876439746173,34:23.1,75025,TRUE,Mailing,Cancelled,Returned
13,Joe,Smith,11/8/1990,Joe.Smith3@rr.com,3880951910001,23:26.8,76051,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253657511,Daniel,Soosai,,4df08cc4-4d78-4b8a-8d3e-cac525f62165@gs.com,3876007652927,50:02.7,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253666402,Daniel,Soosai,,nknk12@nk.com,3875806100414,30:57.1,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254009469,WithStore,Test,,EnrollTestEmail2090@gs.com,3876736606260,30:40.4,75025,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254009469,WithStore,Test,,EnrollTestEmail2090@gs.com,3876736606261,30:40.4,75025,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254048128,new basic,topro,2/2/1987,fourfive@yahoo.com,3875011220169,52:23.5,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254078885,EnrollTestFN2027,EnrollTestLN2027,12/2/1983,EnrollTestEmail2027@gs.com,3876780999991,29:22.0,75025,TRUE,Mailing,Cancelled,Cancelled
65,Daniel,Soosai,,Joe.Smith5@rr.com,3875056915924,52:36.8,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253756757,Daniel,Soosai,,Sue.Jones3212@verizon.com,3875056966926,26:20.2,42909,TRUE,Mailing,Cancelled,Active
1253956104,jajajaj,jajjaja,,erwin.maniwang@rcggs.com,3875744777360,24:57.4,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
5,Daniel,aaaCainabababababababababababa,,Maggie@Cain.com,3876056920924,57:06.9,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
5,Daniel,aaaCainabababababababababababa,,Maggie@Cain.com,3876056921924,57:06.9,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
109,Daniel,Soosai,,Marcus.Vaughan9@rr.com,3875056966899,15:53.5,42909,TRUE,Mailing,Cancelled,Returned
1253817115,jake,irene,,irene@yahoo.com,3875888866748,09:43.5,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253901810,EnrollTestFN5292,EnrollTestLN8880,23/12/1972,alex_returned@gamestop.com,3876673530978,24:40.7,75025,TRUE,Mailing,Cancelled,Returned
1253933450,TIMI,PHILLIPS,24/3/1972,A@G.COM,3880218784264,18:56.5,75032,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254088345,GG,Star,,jane09@email.com,3875012336113,19:04.4,34747,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253657235,Daniel,Soosai,,nknk18@nk.com,3875004618841,09:33.0,42909,TRUE,Mailing,Cancelled,Active
1253658172,Hayden,Kho,1/1/1970,hayden2@kho.com,3875889977643,54:49.7,19406,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253716610,Wally,Two,1/1/1980,wally@two.com,3875121020137,08:39.7,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253885516,John,b,,johnb@aol.com,3875001002049,28:38.0,75244,TRUE,Mailing,Cancelled,NotActivatedOnSite
87,Bob,Williams,,Bob.Williams7@comcast.com,3876056923924,,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1000081961,Daniel,Soosai,,joe@joe2.com,3875056966788,51:18.7,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253694160,Daniel,Soosai,,nknk13@nk.com,3875951613018,31:46.1,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254136918,justin,testingdfasa,,Justintesting@gamestop.com,3881768411951,45:39.4,76051,TRUE,Mailing,Cancelled,Returned
1253657172,Daniel,Soosai,,email8679969470@gamestop.com,3875842785025,40:37.8,42909,TRUE,Mailing,Cancelled,Active
1253746457,John,Mulhern,,john@me.rol,3875951909961,46:30.8,76039,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253965419,Basic,customer,,jeff@em.com,3875010920140,36:20.0,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254001614,basic,test,20/1/1987,basictest@yahoo.com,3875090820145,09:14.4,12345,TRUE,Mailing,Cancelled,Returned
1254001614,basic,test,20/1/1987,basictest@yahoo.com,3876090820143,09:14.4,12345,TRUE,Mailing,Cancelled,Returned
1254054818,jeff,test,2/2/1987,emailme@yahoo.com,3875013020179,42:34.7,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253748624,Daniel,Soosai,,006f40d8-4793-4d6b-be17-7a23ff1d25dd@gs.com,3876217966491,23:20.1,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253748624,Daniel,Soosai,,006f40d8-4793-4d6b-be17-7a23ff1d25dd@gs.com,3875056999868,23:20.1,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253658168,Daniel,Soosai,,mang@kanor.com,3876889977641,06:57.5,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253715280,GamestopCC,GamestopCC,4/4/1980,GamestopCC@GamestopCC.com,3875645200272,12:12.9,76054,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253970080,WithStore,Test,,test010814@gspcauto.fav.cc,3876523227663,02:17.9,42909,TRUE,Mailing,Cancelled,Active
1253644015,Daniel,Soosai,,yesnomatybe@gs.com,3875056966987,36:07.6,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253644015,Daniel,Soosai,,yesnomatybe@gs.com,3875056966988,36:07.6,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253644015,Daniel,Soosai,,yesnomatybe@gs.com,3876038894219,36:07.6,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253945925,Steph,Test,3/1/1925,EnrollTestEmail2990@gspcauto.fav.cc,3876720483031,29:51.7,75025,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253997144,Basic to PRO,Customer,,jeff@emo.com,3875090920143,28:38.0,12345,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254057128,Tom,Jerry,,tomjerry@gs.com,3875200509018,18:07.7,95295,TRUE,Mailing,Cancelled,NotActivatedOnSite
1254088346,HH,Star,,jane10@email.com,3880012336113,03:37.1,34747,TRUE,Mailing,Cancelled,NotActivatedOnSite
123,Daniel,Soosai,,121a01-8e8b-4060-83fc-440b4ac0a17c@GenesisEnroll.qa,3875391245622,15:35.3,42909,TRUE,Mailing,Cancelled,Active
1253248817,Bob,Williams,,QAaddress@gamestop.com,3876056929924,42:19.4,75063,TRUE,Billing,Cancelled,Returned
1253248817,Bob,Williams,,QAaddress@gamestop.com,3876056929924,42:19.4,75063,TRUE,Shipping,Cancelled,Returned
1253248817,Bob,Williams,,QAaddress@gamestop.com,3876056929924,42:19.4,42909,TRUE,Mailing,Cancelled,Returned
1253913238,John,carson,25/1/1982,gibbs@gamestop.com,3875113557252,17:39.5,76051,TRUE,Mailing,Cancelled,NotActivatedOnSite
1253658789,Daniel,Soosai,,1857cb60-9055-45da-90cc-12a2e5554c00@gs.com,3875944318443,16:31.2,42909,TRUE,Mailing,Cancelled,NotActivatedOnSite
